Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,26/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.062792614,2.047049457,0.602099078,2.603177719,6.95199268,3.903744269,3.926549397,7.749686493,7.795346037,-0.209533361,6.881380253,8.075684467,2.331217576,2.163370027,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.286700408,0.492493697,4.55328428,2.247260684
Cote d'Ivoire,CIV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.601017291,6.875968798,4.582137346,3.278120698,-2.503357525,1.215134943,1.359538255,3.088549449,5.372933484,1.207779297,1.516217924,5.709320499,-0.404098359,2.876730428,4.407332356,4.775682374,-1.179832436,-1.041677248,1.681976472,1.358081619,1.53199832,2.660000005,2.749999998
Cameroon,CMR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.531562958,2.469358915,2.774492854,1.952914447,0.139487831,1.357141959,2.299674979,0.49070804,4.940536806,3.603515189,0.688187081,2.589044241,1.942285369,3.053459169,2.014212634,0.309791672,0.661808978,1.025141161,1.896991621,1.169771822,0.705572038,3.356131743,6.249329796
"Congo, Dem. Rep.",COD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2630.122674,73.05971136,31.71946123,13.41545352,6.365458263,29.86954662,13.32522538,20.27146498,20.46531662,32.65792915,20.78632515,13.79166011,5.939992212,2.771291418,0.993630667,-1.155878594,4.349228941,43.06865977,30.99861215,5.895405368,3.901549573,14.97543455,4.317622186
"Congo, Rep.",COG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,47.04008308,-13.92520817,-1.73892756,-4.25153692,16.80723831,32.49873951,11.38030176,6.740117132,16.26920343,-21.16523311,29.4176838,10.95332551,11.36409024,-1.104562189,-6.559909847,-17.59471155,-3.437642921,11.25357757,23.81107853,-1.526592852,-13.85542425,25.60115057,21.12289506
Colombia,COL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,33.67537051,6.518448292,5.968190573,6.829014842,7.283033407,4.753196107,5.807660873,5.202033812,7.677382915,4.064225467,3.804860291,6.386803373,3.616655063,1.907676432,2.235632376,2.449328421,5.148334305,5.1337359,4.630579673,4.002620543,1.480214509,7.667622015,14.18848568
Comoros,COM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-4.460024513,8.629983989,4.170655917,5.111829176,3.388361732,0.315881658,3.110763709,3.544922696,3.144289799,0.986041111,1.67515247,3.045688801,4.270482569,1.752157036,0.835044862,-0.522859923,1.714986808,0.402494135,1.83566794,4.209105968,0.669668394,0.059577397,5.162636894
Cabo Verde,CPV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-7.901103461,5.15533505,-0.363208944,4.921099761,-6.332546974,-1.794883198,4.63977092,18.5684168,3.712743704,1.954558245,0.654415406,2.747040898,0.677607457,1.424760197,-0.100319979,1.620407559,1.679924793,1.296913676,1.704171191,0.698484352,0.911022867,0.409687032,6.428689922
Costa Rica,CRI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,9.389713552,9.720937904,9.786886283,10.64823699,13.35034943,13.01332544,12.98431049,10.51678595,11.42378578,9.701330918,6.628844909,4.593225141,4.733632972,4.590211675,6.20692042,3.955215397,1.958764802,2.858883728,2.192478428,2.566792117,0.772593247,1.978035123,5.764601179
Caribbean small states,CSS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.553300159,2.144176943,0.861808475,1.154479107,3.792006514,5.056845759,4.05814843,6.324377132,3.519159127,0.318436532,3.896552813,2.40931983,2.01571961,2.026357706,1.20719389,3.004190214,1.352373298,2.610279172,1.705798343,2.961396246,-0.866507644,3.401177074,5.765593327
